staSeq,locationName,locationDescription,locationType,ylat,xlong,stateCd,munName,subBasin
15675,Lake Beseck,at Boat Launch,Lake,41.517,-72.729,CT,MIDDLEFIELD,4607
16793,Koistenen Brook,US of sand hill rd,River/Stream,41.5172,-71.8347,CT,VOLUNTOWN,3604
19532,Main Brook Trib,DS Anna Farm Rd W,River/Stream Intermittent,41.517221,-71.955937,CT,NORTH STONINGTON,3002
20010,Lake Lillinonah  Tributary to,upstream from lake,River/Stream,41.517406,-73.397392,CT,NEW MILFORD,6000
20200,Eightmile River,Upstream Pecks Meadow Pond  at Ackley Road,River/Stream,41.517525,-72.37025,CT,EAST HADDAM,4800
15083,AGC Corporation,at final effluent for CT0025275-001,Facility Industrial,41.5181,-72.8269,CT,MERIDEN,5200
14330,Naugatuck River,at Bristol Street,River/Stream,41.5182,-73.0536,CT,WATERBURY,6900
19517,Connecticut River Trib,DS of River Rd,River/Stream,41.518209,-72.561864,CT,MIDDLETOWN,4000
17093,Sumner Brook,10 M US Lyceum Rd,River/Stream,41.5183,-72.6297,CT,MIDDLETOWN,4013
16070,Pine Brook,upstream  Route 151,River/Stream,41.5183,-72.5001,CT,EAST HAMPTON,4709
17763,Tenmile River,at Notch Road,River/Stream,41.518314,-72.937653,CT,CHESHIRE,5202
19063,Round Brook,Downstream of South Road,River/Stream,41.51845,-72.185116,CT,BOZRAH,3001
14421,Quinnipiac River,upstream Main Street,River/Stream,41.5185,-72.8258,CT,MERIDEN,5200
20167,Green Fall River,DS confluence with Peg Mill Brook,River/Stream,41.518823,-71.809401,CT,VOLUNTOWN,1002
18572,Dark Hollow Brook,Downstream Coal Pit Hill Road,River/Stream,41.518871,-71.85819,CT,VOLUNTOWN,3604
20509,Elbow Brook,at mouth  50 ft upstream confluence with Salmon River,River/Stream,41.518889,-72.4825,CT,EAST HAMPTON,4700
17131,Lake Lillinonah  tributary to,DS of Hemlock Rd,River/Stream,41.5189,-73.3839,CT,BRIDGEWATER,6000
18059,Pierce Brook,S CHRISTIAN AND FALLS RD  DOWNSTREAM 40M THROUGH CULVERT UPSTREAM S CHRISTIAN RD,River/Stream,41.51892,-73.30799,CT,ROXBURY,6700
15676,Lake Beseck,at North end,Lake,41.519,-72.73,CT,MIDDLEFIELD,4607
18578,Green Fall River,Upstream confluence with Peg Mill Brook,River/Stream,41.519719,-71.80945,CT,VOLUNTOWN,1002
15811,Coginchaug River,COGINCHAUG RIVER AT MIDDLEFIELD,River/Stream,41.52,-72.7064,CT,MIDDLEFIELD,4607
20389,Lake Hayward  Unnamed tributary to,East Shore Dr. right-of-way,River/Stream,41.520137,-72.324244,CT,EAST HADDAM,4800
17635,Shattuck Brook,DS of Route 63,River/Stream,41.520188,-73.079168,CT,MIDDLEBURY,6916
14485,Waterbury WPCF,in secondary clarifiers Waterbury WPCF,Facility Municipal Sewage (POTW),41.5206,-73.0447,CT,WATERBURY,6900
16480,Axelson Brook,DS of Hurd Park Rd,River/Stream,41.5206,-72.5322,CT,EAST HAMPTON,4000
14225,Hanover Pond,adjacent Hanover Street,Lake,41.521,-72.8257,CT,MERIDEN,5200
15626,Lake Hayward,at deepest part of lake,Lake,41.521,-72.3297,CT,EAST HADDAM,4800
16120,Elbow Brook,at Route 196 and Wopowaug Road,River/Stream,41.5211,-72.4869,CT,EAST HAMPTON,4700
20513,Elbow Brook,25m upstream Wopowog Rd,River/Stream,41.521173,-72.487168,CT,EAST HAMPTON,4700
20251,Buell Brook,Behind the Nathan Hale-Ray Middle School  adjacent blue trail picnic tables,River/Stream,41.5213,-72.4386,CT,EAST HADDAM,4710
15132,Hop Brook,In Hop Brook Flood control area above Shattuck Brook,River/Stream,41.5214,-73.0778,CT,MIDDLEBURY,6916
16875,Mountain Brook,DS of Old RR bridge off Notch Rd,River/Stream,41.5214,-72.9419,CT,CHESHIRE,5202
14507,Waterbury WPCF,final effulent EPT Waterbury WPCF,Facility Municipal Sewage (POTW),41.5216,-73.0429,CT,WATERBURY,6900
17178,Welton Brook,US of trail access in Flood Control Area,River/Stream,41.5217,-73.0736,CT,WATERBURY,6916
15012,Pomperaug River,"At Access Rd. United Water Company behind Unitarian Church (Middle Quarter"" site)""",River/Stream,41.5218,-73.2061,CT,WOODBURY,6800
20333,Unnamed Trib to Pomperaug River,US Power Company,River/Stream,41.5224,-73.2076,CT,WOODBURY,6800
14767,Norwich Harbor,at mouths Yantic and Shetucket Rivers,Estuary,41.5224,-72.0783,CT,NORWICH,3000
19999,Shetucket River,near mouth,Estuary,41.5224,-72.07166,CT,NORWICH,3800
20242,South Brook,Culvert bridge behind business park off S.Pomperaug Ave,River/Stream Perennial,41.52245,-73.20351,CT,WOODBURY,6800
16761,Hubbard Brook  Unnamed tributary to,50 M US Aircraft Rd Bridge,River/Stream,41.522465,-72.569018,CT,MIDDLETOWN,4000
18683,Green Fall River,US of Green Fall Rd,River/Stream,41.522826,-71.809172,CT,VOLUNTOWN,1002
16086,Witch Meadow Brook,adjacent Route 11 just North of Salem Town Line,River/Stream,41.5233,-72.3039,CT,COLCHESTER,4802
14224,Hanover Pond,adjacent Oregon Road,Lake,41.5236,-72.8342,CT,MERIDEN,5200
18868,"Honeypot Brook  Unnamed tributary to (Cheshire Park Brook"")""",Downstream Cheshire Park  Off Country Club Road,River/Stream,41.523611,-72.891389,CT,CHESHIRE,5200
17058,South Brook,DS Rte 6,River/Stream,41.523846,-73.202927,CT,WOODBURY,6800
18445,Wadsworth Brook,at whisper wind road extension,River/Stream,41.524,-72.689,CT,MIDDLEFIELD,4607
14180,Crystal Lake,at deepest part of lake,Reservoir,41.524,-72.639,CT,MIDDLETOWN,4013
16511,Billings Brook,DS of rte 201,River/Stream,41.5242,-71.8808,CT,GRISWOLD,3605
18791,Hubbard Brook  Unnamed tributary to,DS Aircraft Rd bridge,River/Stream,41.524216,-72.5665,CT,MIDDLETOWN,4000
14539,Coginchaug River,upstream Hans Brook confluence,River/Stream,41.5244,-72.7038,CT,MIDDLEFIELD,4607
18150,Black Pond,Deepest Point In Lake,Lake,41.524516,-72.743136,CT,MIDDLEFIELD,5206
18404,Broad Brook,Downstream Broad Brook Reservoir (adjacent Meriden Water Works Road),River/Stream,41.524556,-72.86012,CT,CHESHIRE,5204
18684,Pegmill Brook,above Green Fall Road,River/Stream,41.524567,-71.804752,CT,VOLUNTOWN,1002
19976,South Brook,Downstream of Middle Quarter Road Culvert to upstream through both culvert pools,River/Stream,41.524892,-73.201225,CT,WOODBURY,6800
14538,Hans Brook,behind Cahill Construction,River/Stream,41.5249,-72.7031,CT,MIDDLEFIELD,4607
14537,Coginchaug River,Above Wadsworth Falls,River/Stream,41.5251,-72.7036,CT,MIDDLEFIELD,4607
18838,Safstrom Brook,Downstream of Gorge,River/Stream,41.52521,-72.47864,CT,EAST HAMPTON,4700
19804,Hubbard Brook Trib,US of Hubbard Brook US of River Bend Rd,River/Stream,41.525262,-72.565145,CT,MIDDLETOWN,4000
19977,South Brook,Off Trolley Bed Road  off Route 64,River/Stream,41.5253,-73.1819,CT,WOODBURY,6800
16575,Coginchaug River,US of Cherry hill rd,River/Stream,41.5253,-72.6978,CT,MIDDLEFIELD,4607
15263,Coginchaug River,below Wadsworth Falls Waterfall in state park,River/Stream,41.5253,-72.6966,CT,MIDDLEFIELD,4607
19405,Gardner Brook,Below Lake Rd,River/Stream,41.525437,-72.221277,CT,BOZRAH,3906
19992,East Mountain Reservoir,Off Hamilton Ave or Terry Rr,Lake,41.5255,-73.0052,CT,WATERBURY,6914
16872,Moscow Brook Tributary to,US greenfall rd in pachaug SF 200 m from RI,River/Stream,41.5256,-71.7953,CT,VOLUNTOWN,1101
14253,Pickerel Lake,at deepest part of lake,Reservoir,41.5257,-72.4203,CT,COLCHESTER,4710
14500,Worden Brook,upstream Squantz Pond,River/Stream,41.5259,-73.4866,CT,NEW FAIRFIELD,6400
16452,Boyd's Junkyard,location A  near barn oppsoite car  fluid  collection area,Storm Sewer,41.5259,-72.0524,CT,NORWICH,3800
18216,Clapboard Oak Brook,Near mouth upstream Lillinonah Lake Rd S/Adj Tappen Road,River/Stream,41.525942,-73.398171,CT,BRIDGEWATER,6000
20214,Pomperaug River,Downstream of dam,River/Stream,41.526137,-73.210367,CT,WOODBURY,6800
18428,Shepaug River,300m downstream Jack's Brook confluence (at South Street/River Road),River/Stream,41.526214,-73.310099,CT,ROXBURY,6700
20259,Coginchaug River,Directly above Wadsworth Falls Waterfall,River/Stream Perennial,41.526248,-72.695791,CT,MIDDLEFIELD,4607
14473,Ten Mile River,upstream Route 70,River/Stream,41.5267,-72.9331,CT,CHESHIRE,5202
16815,Long Hill Brook,150 M DS Rte 17 crossing,River/Stream,41.5267,-72.6619,CT,MIDDLETOWN,4013
17291,Wadsworth Brook,at Trail crossing DS wallace way,River/Stream,41.5276,-72.6891,CT,MIDDLEFIELD,4607
15850,Boyd's Complaint,behind 111 Corning Rd rill through wetland,River/Stream,41.5277,-72.047,CT,NORWICH,3800
15851,Boyd's Junkyard,Sample location B in wetland near buried 30 inch pipe,Land Runoff,41.5277,-72.0459,CT,NORWICH,3800
14927,Naugatuck River - Storm Drain Scour Hole,behind 2148 South Main Street,Storm Sewer,41.5278,-73.0408,CT,WATERBURY,6900
14930,Naugatuck River,between south leonard street and waterbury WPCF,River/Stream,41.528,-73.0411,CT,WATERBURY,6900
17015,Safstrom Brook,US of Wood Bridge off Wopowag Rd.,River/Stream,41.5281,-72.4794,CT,EAST HAMPTON,4700
14413,Quinnipiac River,downstream small dam behind water company building on Syndall Street,River/Stream,41.528244,-72.856272,CT,MERIDEN,5200
16992,Quinnipiac River,Adjacent to Route 70 below island,River/Stream,41.5283,-72.8467,CT,MERIDEN,5200
20578,Choate Brook  NNT to,DS Benjamin Road,River/Stream,41.528313,-71.991394,CT,PRESTON,3717
19594,Salmon River,1.6km US of Leeville Dam,River/Stream,41.528338,-72.471742,CT,EAST HADDAM,4700
15192,Honeypot Brook,downstream Creamery Road,River/Stream,41.528627,-72.890365,CT,CHESHIRE,5200
15489,Quinnipiac River,downstream Cheshire Street Bridge,River/Stream,41.5289,-72.8631,CT,CHESHIRE,5200
17894,Hubbard Pond Outlet,Parallel to Bear Hill Rd   half kilometer to the power lines,River/Stream,41.529,-72.576,CT,MIDDLETOWN,4000
17893,Hubbard Brook,Hubbard Brook at Aircraft Road,River/Stream,41.529,-72.565,CT,MIDDLETOWN,4000
15382,Sumner Brook  tributary to,behind Xavier HS at waterfall,River/Stream,41.5292,-72.62,CT,MIDDLETOWN,4013
16852,Miller Brook,DS of swantown road,River/Stream,41.5292,-71.9328,CT,PRESTON,3716
20234,Hans Brook,100m Ds of Jackson Hill Road,River/Stream,41.529321,-72.712216,CT,MIDDLEFIELD,4607
17612,Jacks Brook,at South Street,River/Stream,41.529324,-73.306311,CT,ROXBURY,6706
18436,Pine Brook,below confluence with Pocotapaug Creek off Wilkes road,River/Stream,41.52933,-72.5197,CT,EAST HAMPTON,4709
18438,Pocotapaug Creek,above confluence with Pine Brook off Wilkes Road,River/Stream,41.52952,-72.5194,CT,EAST HAMPTON,4709
18548,Pocotopaug Creek,Immediately Upstream Pine Brook Confluence,River/Stream,41.529617,-72.51932,CT,EAST HAMPTON,4709
18064,Jacks Brook,ROXBURY LAND TRUST ABOVE DAM TO FALLS.,River/Stream,41.52972,-73.2875,CT,ROXBURY,6706
20619,Quinnipiac River  NNT to,At confluence w/ Quinnipiac River; DS bike path (Quinnipiac Trail).  First NNT coming from top gate.,River/Stream,41.529909,-72.854432,CT,MERIDEN,5200
16748,Hop Brook,Parallel to Regan Rd across from # 284,River/Stream,41.5303,-73.1028,CT,MIDDLEBURY,6916
14329,Naugatuck River,upstream South Leonard Street,River/Stream,41.5304,-73.0402,CT,WATERBURY,6900
19422,Hans Brook,US of Powerline crossing,River/Stream,41.530411,-72.706468,CT,MIDDLETOWN,4607
20233,Harbor Brook,US Cook Avenue,River/Stream,41.530514,-72.808403,CT,MERIDEN,5206
19321,Green Fall Reservoir,at deepest part of lake,Lake,41.53057,-71.80975,CT,VOLUNTOWN,1002
19095,Lake Quassapaug (Middlebury),QUS-2 Deepest part near boat launch,Lake,41.53059,-73.15432,CT,MIDDLEBURY,6023
19632,Wooster Brook,US of Straits Tpke(rte 63),River/Stream,41.531192,-73.085268,CT,MIDDLEBURY,6916
19998,Yantic River,near mouth,Estuary,41.531265,-72.086946,CT,NORWICH,3900
17877,Folly Works Brook,OFF RTE 165 UPSTREAM OF ROAD,River/Stream,41.53133,-71.96023,CT,PRESTON,3716
14226,Harbor Brook,upstream Coe Avenue,River/Stream,41.5314,-72.8218,CT,MERIDEN,5206
16666,Folwix Brook,US of benjamin rd,River/Stream,41.5317,-72.0044,CT,PRESTON,3717
19499,Mineral Spring Brook,US of Caroline Rd,River/Stream,41.532183,-72.188589,CT,BOZRAH,3906
20634,Spoon Shop Brook,US of Maple Ave,River/Stream,41.53222,-72.75893,CT,MERIDEN,5206
19529,Candlewood Lake Trib,above lake-north side of little neck see map,River/Stream,41.532358,-73.453809,CT,NEW FAIRFIELD,6400
19628,Still River Trib.,US of rte 7,River/Stream,41.532374,-73.424286,CT,NEW MILFORD,6600
15929,Green Fall Pond,PSF-1 Left of Lifeguard Chair(s),Lake,41.5324,-71.8096,CT,VOLUNTOWN,1002
16607,Deep River,500 M US Marvin rd at sand pit,River/Stream,41.5325,-72.2728,CT,COLCHESTER,3904
20322,Sumner Brook  NNT,Upstream Paddock Road,River/Stream,41.532595,-72.62509,CT,MIDDLETOWN,4013
17742,Jacks Brook,(Old Station ID 6330) Within RLT Tierney Preserve (off Squire Rd between Apple Ln and Rt 67 ),River/Stream,41.532782,-73.285752,CT,ROXBURY,6706
18547,Pine Brook,Downstream Whippoorwhill Hollow Road,River/Stream,41.533383,-72.5226,CT,EAST HAMPTON,4709
20584,Quinnipiac River  NNT to,DS Allen Ave.,River/Stream,41.533552,-72.863015,CT,CHESHIRE,5200
19147,Safstrom Brook,Us of 2nd crossing on Wopowaug Rd,River/Stream,41.533603,-72.475964,CT,EAST HAMPTON,4700
19662,Lake Quassapaug (Middlebury),QUS-1 Deepest part of lake in center,Lake,41.533623,-73.152379,CT,MIDDLEBURY,6023
20026,Shepaug River,1mile DS of Roxbury Land Trust,River/Stream,41.533648,-73.317822,CT,ROXBURY,6700
19666,Miller Brook,US of Rte 165,River/Stream,41.533758,-71.939364,CT,PRESTON,3716
15485,Sodom Brook,upstream Coe Ave,River/Stream,41.5339,-72.8247,CT,MERIDEN,5205
15264,Laurel Brook,End of Randolph Rd,River/Stream,41.5339,-72.6781,CT,MIDDLETOWN,4607
19979,Pomperaug River  No Name Tributary to,Downstream Bacon Pond Road in Town in Country Condo Complex to Upstream,River/Stream,41.534031,-73.196446,CT,WOODBURY,6800
17750,Coginchaug River,WWF-IN Just downstream of inlet pipe,River/Stream,41.534049,-72.686571,CT,MIDDLEFIELD,4607
15088,Yantic River,downstream sherman street,River/Stream,41.5342,-72.0903,CT,NORWICH,3900
20542,Turkey Hill Brook,US Interstate Lane,River/Stream,41.534219,-72.995906,CT,WATERBURY,6913
20543,Turkey Hill Brook,DS Interstate Lane - culvert pool,River/Stream,41.534396,-72.995906,CT,WATERBURY,6913
14682,Lake Lillinonah,adjacent to East side of Goodyear Island,Riverine Impoundment,41.5348,-73.4054,CT,NEW MILFORD,6000
17880,Miller Brook  tributary to,OFF BRAND RD,River/Stream,41.53484,-71.92444,CT,PRESTON,3716
17292,Wadsworth Swimming Pond Outlet,at swimming pond outlet into Coginchaug River,River/Stream,41.5352,-72.6863,CT,MIDDLETOWN,4607
15954,Wadsworth Falls State Park Swimming Pond,WWF-2 Right of Lifeguard Chair(s),Lake,41.5352,-72.6857,CT,MIDDLETOWN,4607
14401,Pocotopaug Creek,upstream off Chestnut Hill Road,River/Stream,41.5352,-72.5182,CT,EAST HAMPTON,4709
15930,Green Fall Pond,PSF-2 Right of Lifeguard Chair(s),Lake,41.535386,-71.81012,CT,VOLUNTOWN,1002
15178,Honeypot Brook,behind Town Park above blacks road,River/Stream,41.5354,-72.8816,CT,CHESHIRE,5200
15953,Wadsworth Falls State Park Swimming Pond,WWF-1 Left of Lifeguard Chair(s),Lake,41.5355,-72.6855,CT,MIDDLETOWN,4607
16779,Jacks Brook,US of Rte 67,River/Stream,41.5356,-73.2806,CT,ROXBURY,6706
14328,Naugatuck River,downstream Eagle Street,River/Stream,41.5356,-73.0368,CT,WATERBURY,6900
17287,Laurel Brook,at mouth Confluence with Coginchaug in Wadsworth Falls State Park,River/Stream,41.5356,-72.6864,CT,MIDDLETOWN,4607
17636,Goat Brook,Upstream Tucker Hill road at Chase Rd,River/Stream,41.535772,-73.109991,CT,MIDDLEBURY,6916
14693,Shetucket River,downstream 0.25 miles Greenville Dam,River/Stream,41.536,-72.0517,CT,NORWICH,3800
15955,Laurel Brook,WWF-3 at crossing at lower end of parking lot close to mouth,River/Stream,41.5361,-72.686,CT,MIDDLETOWN,4607
14536,Coginchaug River,at USGS gauge,River/Stream,41.5362,-72.6874,CT,MIDDLEFIELD,4607
17749,Laurel Brook,WWF-LB2 Just downstream of covered bridge,River/Stream,41.536346,-72.68556,CT,MIDDLETOWN,4607
16099,Somers Thin Strip Manhole,in manhole at David Street,Storm Sewer,41.5364,-73.0333,CT,WATERBURY,6900
16036,Pomperaug River,at town park (the Hollow) off Rte 317,River/Stream,41.5365,-73.2136,CT,WOODBURY,6800
20554,Goat Brook,DS Charcoal Ave.,River/Stream,41.536572,-73.126716,CT,MIDDLEBURY,6916
20532,Brainard Brook,DS of Brainard Road at top of falls,River/Stream,41.53666,-72.255119,CT,COLCHESTER,3904
20544,Turkey Hill Brook  NNT to,US Access Road off of Scott Road,River/Stream,41.536667,-72.992751,CT,WATERBURY,6913
15677,Still River,upstream cascade in Harrybrooke Park,River/Stream,41.5368,-73.4163,CT,NEW MILFORD,6600
17918,Long Hill Brook,POINSETTIA ST,River/Stream,41.53697,-72.65932,CT,MIDDLETOWN,4013
15189,Ten Mile River,upstream Jarvis Street,River/Stream,41.537,-72.924,CT,CHESHIRE,5202
17764,Sodom Brook,at end of Carl Street,River/Stream,41.537149,-72.820687,CT,MERIDEN,5205
20350,Squantz Pond,SP-N North end of pond near Glen Brook inlet,Lake,41.53728,-73.483153,CT,NEW FAIRFIELD,6400
19669,Cuff Brook,between tenmile and Currier woods access rd,River/Stream,41.537317,-72.925395,CT,CHESHIRE,5202
16098,Naugatuck River,In Zone of Influence Somers Thin Strip Discharge Adjacent to Piedmont Street and South Main Street,River/Stream,41.5374,-73.0363,CT,WATERBURY,6900
14903,Olin,at end of pipe,Facility Industrial,41.5375,-73.0361,CT,WATERBURY,6900
16250,Hop Brook,200 feet downstream Route 188 bridge near firehouse,River/Stream,41.5377,-73.1075,CT,MIDDLEBURY,6916
19665,Broad Brook Trib.,US of Lewis Rd Bridge,River/Stream,41.537769,-71.938865,CT,PRESTON,3716
17078,Still River,at harrybrook town park just above lake lillononah,River/Stream,41.5378,-73.4125,CT,NEW MILFORD,6600
14848,Naugatuck River,at RR crossing DS of Mad River Confluence,River/Stream,41.5378,-73.0364,CT,WATERBURY,6900
16600,Cuff Brook,off rte 70 At #575,River/Stream,41.5378,-72.9336,CT,CHESHIRE,5202
19637,Tenmile River Trib,below Jarvis Rd,River/Stream,41.538016,-72.924596,CT,CHESHIRE,5202
14350,No Name Trib A,upstream P&W,Land Runoff,41.5381,-72.5639,CT,MIDDLETOWN,4000
15648,Pratt and Whitney Middletown,Manhole -M New Location New sampling shed,Facility Industrial,41.5381,-72.5561,CT,MIDDLETOWN,4000
19457,Pine Brook,Within Middlesex Land Trust Preserve  east of Chustnut Hill Rd,River/Stream,41.538445,-72.524523,CT,EAST HAMPTON,4709
19635,Tenmile River,below Jarvis Rd,River/Stream,41.538522,-72.923415,CT,CHESHIRE,5202
19668,Cuff Brook,Along Huckins Rd,River/Stream,41.538584,-72.937162,CT,CHESHIRE,5202
15645,Pratt and Whitney Middletown,at treatment plant,Wetland Undifferentiated,41.5388,-72.5549,CT,MIDDLETOWN,4000
16817,Long Swamp Brook,Of Rte 64 at end of Bristol Park,River/Stream,41.5389,-73.0978,CT,MIDDLEBURY,6916
16684,Gardner Brook,500 M US of Scott Hill Rd,River/Stream,41.5389,-72.2,CT,BOZRAH,3906
14904,Grodel,at end of pipe,Facility Industrial,41.5391,-73.0377,CT,WATERBURY,6900
14130,Beaver Pond Brook,upstream Harper Ferry Road,River/Stream,41.5393,-73.0077,CT,WATERBURY,6913
20501,Reservoir Brook,Behind Middlesex CC campus; upstream Reservoir Rd (between Reservoirs No. 1 and 2),River/Stream,41.5393,-72.6087,CT,MIDDLETOWN,4000
14351,No Name Trib B,upstream P&W,Land Runoff,41.5393,-72.564,CT,MIDDLETOWN,4000
19579,Quinnipiac River,350m US of Black Road,River/Stream,41.539345,-72.873242,CT,CHESHIRE,5200
20232,Harbor Brook,Meriden Green at uppermost footbridge,River/Stream,41.53936,-72.798747,CT,MERIDEN,5206
16323,Coginchaug River,DS rte 157 at #740 Wadsworth Street,River/Stream,41.5394,-72.6858,CT,MIDDLETOWN,4607
19864,Beaver Pond Brook,Between RT 84 and parking lot of Nardelli's,River/Stream,41.539588,-72.998571,CT,WATERBURY,6913
15193,Honeypot Brook,downstream Blacks Road,River/Stream,41.5396,-72.8789,CT,CHESHIRE,5200
20533,Deep River  NNT to,DS Route 354 (Deep River Road) between Jan Drive and Daniel Drive.,River/Stream,41.539667,-72.272618,CT,COLCHESTER,3904
20531,Deep River  NNT to,DS of Spice Bush Road,River/Stream,41.539933,-72.280885,CT,COLCHESTER,3904
16882,Myron Kinney Brook,50 m DS of Hodge Road,River/Stream,41.54,-71.8553,CT,VOLUNTOWN,3604
14963,Mad River,downstream Beaver Pond Brook Confluence,River/Stream,41.5401,-73.0098,CT,WATERBURY,6914
20159,Myron Kinney Brook Trib,US of forest access rd,River/Stream,41.540316,-71.847451,CT,VOLUNTOWN,3604
19627,McMahon Brook,DS of Rte 7,River/Stream,41.540437,-73.420952,CT,NEW MILFORD,6600
20546,Beaver Pond Brook,US old bridge crossing behind Restaurant Depot US of the Rt 84 offramp,River/Stream,41.540464,-72.97171,CT,WATERBURY,6913
15523,Salmon River,adjacent to Gulf Road  100 meters US no name trib,River/Stream,41.5405,-72.4603,CT,EAST HAMPTON,4700
14457,Still River,upstream side of Lanesville Road Crossing (Dead end),River/Stream,41.5406,-73.4124,CT,NEW MILFORD,6600
19511,Coginchaug River Trib,DS Spring street,River/Stream,41.540718,-72.699848,CT,MIDDLEFIELD,4607
